310;0.002000;8
510;0.020000;8
910;0.020000;8
1310;0.001000;8
1510;0.002000;8
1610;0.002000;8
1710;0.020000;8
1810;0.002000;8
1910;0.050000;8
1910;0.020000;8
2210;0.001000;8
2410;0.005000;8
2510;0.050000;8
2510;0.010000;8
2810;0.020000;8
3010;0.020000;8
3010;0.001000;8
3210;0.005000;8
3310;0.002000;8
3310;0.001000;8
3410;0.010000;8
3410;0.005000;8
3410;0.001000;8
3510;0.001000;8
3610;0.020000;8
3610;0.005000;8
3610;0.002000;8
3710;0.020000;8
3710;0.005000;8
3710;0.001000;8
3910;0.050000;8
3910;0.005000;8
3910;0.002000;8
3910;0.001000;8
4110;0.002000;8
4210;0.020000;8
4210;0.010000;8
4710;0.010000;8
4810;0.020000;8
4910;0.010000;8
5010;0.020000;8
5010;0.002000;8
5110;0.020000;8
5110;0.005000;8
5310;0.005000;8
5310;0.001000;8
5410;0.002000;8
5610;0.005000;8
5610;0.002000;8
5610;0.001000;8
5710;0.005000;8
5710;0.001000;8
5810;0.020000;8
5910;0.050000;8
5910;0.002000;8
6010;0.010000;8
6010;0.005000;8
6010;0.002000;8
6110;0.020000;8
6110;0.005000;8
6310;0.002000;8
6310;0.001000;8
6410;0.050000;8
6410;0.002000;8
6410;0.001000;8
6510;0.050000;8
6510;0.002000;8
6510;0.001000;8
6610;0.020000;8
6610;0.010000;8
6610;0.002000;8
6610;0.001000;8
6710;0.005000;8
6810;0.020000;8
6810;0.010000;8
6810;0.001000;8
6910;0.020000;8
6910;0.002000;8
6910;0.001000;8
7010;0.005000;8
7010;0.002000;8
7010;0.001000;8
7110;0.050000;8
7210;0.005000;8
7210;0.002000;8
7210;0.001000;8
7310;0.005000;8
7510;0.050000;8
7510;0.010000;8
7610;0.002000;8
7710;0.002000;8
7810;0.010000;8
7810;0.002000;8
7810;0.001000;8
7910;0.005000;8
7910;0.001000;8
8010;0.010000;8
8110;0.001000;8
8210;0.020000;8
8210;0.010000;8
8210;0.005000;8
8210;0.002000;8
8310;0.005000;8
8410;0.050000;8
8410;0.001000;8
8510;0.050000;8
8510;0.005000;8
8510;0.002000;8
8610;0.050000;8
8610;0.001000;8
8810;0.001000;8
8910;0.020000;8
8910;0.010000;8
8910;0.005000;8
9010;0.010000;8
9010;0.001000;8
9110;0.050000;8
9110;0.010000;8
9110;0.001000;8
9210;0.020000;8
9310;0.010000;8
9310;0.005000;8
9410;0.005000;8
9410;0.001000;8
9510;0.005000;8
9710;0.020000;8
9710;0.010000;8
9710;0.005000;8
9810;0.050000;8
9810;0.005000;8
9910;0.002000;8
9910;0.001000;8
10010;0.010000;8
10010;0.005000;8
10010;0.002000;8
10110;0.001000;8
10210;0.005000;8
10310;0.050000;8
10310;0.005000;8
10310;0.002000;8
10410;0.010000;8
10410;0.002000;8
10510;0.005000;8
10510;0.001000;8
10610;0.002000;8
10610;0.001000;8
10710;0.050000;8
10710;0.005000;8
10810;0.050000;8
10910;0.001000;8
11010;0.020000;8
11010;0.010000;8
11010;0.005000;8
11010;0.002000;8
11110;0.010000;8
11210;0.002000;8
11310;0.010000;8
